code,billing_id,name,company,destination,facility_type
CTYALA,109706,CITY ALAMEDA,244,amp_usa@alamedamp.com,UNKN
ALAPUB,109706,CITY OF ALAMEDA PUBLIC WORKS,244,test@test.org,UNKN
CTYALB,109917,CITY OF ALBANY,245,apworks@albanyca.org,UNKN
CTYALT,109944,CITY OF ALTURAS,246,bjmelbourn@cityofalturas.us,UNKN
CTYAMC,109970,CITY OF AMERICAN CANYON,247,usa@cityofamericancanyon.org,W
CTYAND,110023,CITY ANDERSON,248,andersonlocates@ci.anderson.ca.us,UNKN
CTYACA,110128,CITY ANGELS CAMP,249,pamsatterfield@angelscamp.gov,UNKN
CTYAC1,110128,CITY ANGELS CAMP,249,jenniferpreston@angelscamp.gov,UNKN
CTYANT,110339,CITY OF ANTIOCH,250,USANorthRequests@ci.antioch.ca.us,UNKN
CTYARC,110550,CITY OF ARCATA,251,110550@webtms.usan.org,UNKN
CTYAGR,110761,CITY ARROYO GRANDE,252,staylor@arroyogrande.org,UNKN
CTYARV,110814,CITY OF ARVIN,253,pbarraza@arvin.org,UNKN
CTYAT2,110866,CITY OF ATASCADERO STREET & STORM DRN,254,jcampana@atascadero.org,UNKN
CTYATA,110866,CITY ATASCADERO PUBLIC WRKS SWR,254,mmarkwort@atascadero.org,UNKN
CTYATAA,110866,CITY ATASCADERO PUBLIC WRKS SWR,254,jblack@atascadero.org,UNKN
CTYATAM,110866,CITY ATASCADERO PUBLIC WRKS SWR,254,mmarkwort@atascadero.org,UNKN
CTYATW,110972,CITY ATWATER,255,bshaw@atwater.org,UNKN
CTYAUB,111078,CITY AUBURN,256,rkoch@auburn.ca.gov,UNKN
CTYAVE,111183,CITY AVENAL,257,finance@cityofavenal.com,UNKN
CTYBFD,111289,CITY BAKERSFIELD,258,111289@webtms.usan.org,UNKN
CTYBEL,111394,CITY BELMONT,259,pworks@belmont.gov,UNKN
CTYBLV,111499,CITY BELVEDERE,260,publicworkscrew@cityofbelvedere.org,UNKN
CTYBEN,111605,CITY BENICIA,261,usanotify@ci.benicia.ca.us,UNKN
CTYBER,111816,CITY BERKELEY,262,usan3@ci.berkeley.ca.us,UNKN
CTYBIG,111869,CITY BIGGS,263,publicworks1@biggs-ca.gov,UNKN
CTYBLU,111922,CITY BLUE LAKE,264,bluelakepw@bluelake.ca.gov,UNKN
CTYBCI,111974,CITY BOULDER CITY,265,linelocate@bcnv.org,UNKN
CTYBRE,112027,CITY OF BRENTWOOD WASTE WATER,266,ctybre@webtms.usan.org,S
CTYBR2,112027,CITY OF BRENTWOOD WATER,266,ctybre@webtms.usan.org,W
CTYBRI,112239,CITY BRISBANE,267,ctybri@webtms.usan.org,UNKN
CTYBUR,112449,CITY BURLINGAME,268,CTYBUR@webtms.usan.org,UNKN
CTYCTE,112475,CITY CALIENTE,269,khaluzak@cityofcaliente.com,UNKN
CTYCCI,112502,CITY CALIFORNIA CITY,270,pwadmin@californiacity-ca.gov,UNKN
CTYCAM,112514,CITY CAMPBELL,271,ctycam@webtms.usan.org,UNKN
CTYCRL,112528,CITY CARLIN,272,lwhigham@cityofcarlin.com,UNKN
CTYCAL,112555,CITY CALISTOGA,273,tbounsall@ci.calistoga.ca.us,UNKN
CTYCML,112607,CITY CARMEL BYTHE SEA,274,rculver@ci.carmel.ca.us,UNKN
CTYCER,112660,CITY CERES,275,ctycer@webtms.usan.org,UNKN
CTYCHO,112713,CITY CHOWCHILLA,276,wsmith@cityofchowchilla.org,UNKN
CTYGSD,112739,CITY OF CITRUS HEIGHTS-GENERAL SERVICES,277,emailtkts.nca1@qmanager.utiliquest.com,UNKN
CTYCLA,112766,CITY CLAYTON,278,gnapper@ci.clayton.ca.us,UNKN
CTYCLV,112872,CITY OF CLOVERDALE,279,dhernandez@ci.cloverdale.ca.us,S
CTYCLO,113083,CITY CLOVIS,280,CohenV@ci.clovis.ca.us,UNKN
CTYCOA,113188,CITY COALINGA,281,ctycoa@webtms.usan.org,UNKN
CTYCOL,113241,CITY COLUSA,283,ctycol@webtms.usan.org,UNKN
CTYCND,113293,CITY CONCORD,284,ctycnd@webtms.usan.org,UNKN
CTYCOR,113505,CITY CORCORAN,285,teresa.sherwood@cityofcorcoran.com,UNKN
CTYCRN,113715,CITY CORNING,286,slindeman@corning.org,UNKN
CTYCOT,113926,CITY OF COTATI,287,amartinoni@cotaticity.org,UNKN
CTYCRE,114137,CITY CRESCENT CITY,288,jwylie@crescentcity.org,UNKN
CTYCUP,114348,CITY CUPERTINO,289,cupertinotickets@cupertino.org,UNKN
CTYDAL,114559,CITY OF DALY CITY,290,USA-Markings@dalycity.org,UNKN
CTYDAN,114770,CITY DANVILLE,291,ctydan@webtms.usan.org,UNKN
CTYDA2,114981,CITY DAVIS WTR SWR STORM,292,114981@webtms.usan.org,UNKN
CTYDA3,114981,CITY DAVIS ELEC CON,292,114981@webtms.usan.org,UNKN
CTYDA4,114981,CITY DAVIS PARKS,292,114981@webtms.usan.org,UNKN
CTYDAV,114981,CITY DAVIS,292,usa@cityofdavis.org,UNKN
CTYDEL,115087,CITY DELANO,293,CorpYardAlerts@cityofdelano.org,UNKN
CTYDIN,115101,CITY OF DINUBA,294,carias@dinuba.ca.gov,UNKN
CTYDIX,115104,CITY OF DIXON,295,usa@ci.dixon.ca.us,UNKN
CTYDPA,115108,CITY DOS PALOS,296,usawater@comcast.net,UNKN
CTYDUB,115114,CITY DUBLIN,297,115114@webtms.usan.org,UNKN
CTYDUN,115117,CITY DUNSMUIR,298,wwtp@ci.dunsmuir.ca.us,UNKN
CTYEPA,115118,CITY EAST PALO ALTO,299,usa.alert@cityofepa.org,UNKN
CTYECE,115120,CITY EL CERRITO ENG,300,pmandujano@ci.el-cerrito.ca.us,UNKN
CTYEGR,115122,CITY OF ELK GROVE,301,traffic@elkgrovecity.org,UNKN
CTYEGRM,115122,CITY OF ELK GROVE,301,traffic@elkgrovecity.org,UNKN
CTYEL2,115123,CITY ELKO 2 - STREET DEPT,302,street@ci.elko.nv.us,UNKN
CTYEL3,115123,CITY ELKO 3 - WATER DEPT,302,watershop@ci.elko.nv.us,UNKN
CTYELK,115123,CITY OF ELKO,302,jdraper@elkocitynv.gov,UNKN
CTYELY,115125,CITY OF ELY PUBLIC WORKS DEPARTMENT,303,csiemer@elycity.com,UNKN
CTYEME,115127,CITY EMERYVILLE ENGR,304,mroberts@emeryville.org,UNKN
CTYESC,115133,CITY ESCALON,305,talcantor@cityofescalon.org,UNKN
CTYEUR,115140,CITY OF EUREKA,306,usa@ci.eureka.ca.gov,UNKN
CTYEXR,115166,CITY EXETER,307,marroyo@exetercityhall.com,UNKN
CTYFAI,115192,CITY FAIRFIELD,308,ctyfai@webtms.usan.org,UNKN
CTYFAL,115297,CITY FALLON,309,vswirczek@fallonnevada.gov,UNKN
CTYFAR,115403,CITY FARMERSVILLE,310,FARMERSVILLEPW@CITYOFFARMERSVILLE-CA.GOV,UNKN
CTYFER,115508,CITY FERNDALE,311,chiefoperator@ci.ferndale.ca.us,UNKN
CTYFRN,115534,CITY OF FERNLEY,312,ctyfrn@webtms.usan.org,UNKN
CTYFIR,115560,CITY FIREBAUGH,313,publicworks@ci.firebaugh.ca.us,UNKN
CTYFOL,115614,CITY OF FOLSOM,314,usanotices@folsom.ca.us,UNKN
CTYFBR,115719,CITY FORT BRAGG,315,usapw@fortbragg.com,UNKN
CTYFOR,115825,CITY FORTUNA,316,sfowler@ci.fortuna.ca.us,UNKN
CTYFOS,116036,CITY FOSTER CITY,317,ctyfos@webtms.usan.org,UNKN
CTYFOW,116141,CITY FOWLER,318,dweisser@ci.fowler.ca.us,UNKN
CTYFRE,116247,CITY FREMONT,319,ctyfre@webtms.usan.org,UNKN
CTYFNO,116458,CITY FRESNO,320,ctyfno@webtms.usan.org,UNKN
CTYFSL,116458,CITY FRESNO TRAFFIC SIGNALS AND ST LIGHT,320,ctyfsl@webtms.usan.org,UNKN
CTYGAL,116520,CITY GALT,321,ASelby@ci.galt.ca.us,UNKN
GRSLLC,116567,GILL RANCH STORAGE LLC,322,grsllc@webtms.usan.org,UNKN
CTYGIL,116583,CITY GILROY PW,323,usalocates@cityofgilroy.org,UNKN
CTYGON,116626,CITY OF GONZALES,324,hwolgamott@ci.gonzales.ca.us,UNKN
CTYGVY,116669,CITY OF GRASS VALLEY,325,ops@cityofgrassvalley.com,C
CTYGRN,116774,CITY OF GREENFIELD,326,publicworks@ci.greenfield.ca.us,UNKN
CTYGRI,116880,CITY GRIDLEY,327,USANotification@gridley.ca.us,UNKN
CTYGRO,117091,CITY GROVER BEACH,328,ctygro@webtms.usan.org,UNKN
CTYGUS,117196,CITY OF GUSTINE,329,dcastro@cityofgustine.com,UNKN
CTYHAY,117302,CITY HAYWARD,330,usatick@hayward-ca.gov,UNKN
CTYHAYA,117302,CITY HAYWARD,330,al.swithenbank@hayward-ca.gov,UNKN
CTYHAYM,117302,CITY HAYWARD,330,usatick@hayward-ca.gov,UNKN
CTYHEA,117513,CITY HEALDSBURG,331,COHUSANTickets@ci.healdsburg.ca.us,UNKN
CTYHEN,117724,CITY HENDERSON,332,usan_tickets@irth.com,UNKN
CTYHND,117724,CITY HENDERSON,332,locatingcoh@gmail.com,UNKN
CTYHER,117935,CITY HERCULES,333,Cityusa@ci.hercules.ca.us,UNKN
CTYHOL,117962,CITY OF HOLLISTER,334,usan_notifications@hollister.ca.gov,S
CTYHOD,117962,CITY OF HOLLISTER,334,usan_notifications@hollister.ca.gov,D
CTYHOW,117962,CITY OF HOLLISTER,334,usan_notifications@hollister.ca.gov,W
CTYHOC,117962,CITY OF HOLLISTER,334,usan_notifications@hollister.ca.gov,C
CTYHUG,117988,CITY HUGHSON PW,335,lwhiteside@hughson.org,UNKN
CTYION,118015,CITY IONE,336,bmoroz@percwater.com,UNKN
CTYISL,118029,CITY OF ISLETON,337,rb@cityofisleton.com,UNKN
JACSWR,118042,CITY JACKSON SEWER,338,jacswr@webtms.usan.org,UNKN
JACWTR,118042,CITY OF JACKSON WATER,338,jacswr@webtms.usan.org,UNKN
CTYKER,118068,CITY KERMAN,339,PWUSA@cityofkerman.org,UNKN
CTYKCI,118081,CITY KING CITY,340,fsuarez@kingcity.com,UNKN
CTYKIN,118094,CITY KINGSBURG,341,jcrofoot@cityofkingsburg-ca.gov,UNKN
CTYLAK,118226,CITY OF LAKEPORT,342,mhumphrey@cityoflakeport.com,UNKN
CTYLAR,118292,CITY LARKSPUR,343,smetcho@cityoflarkspur.org,UNKN
CTYLVE,118357,CITY OF LAS VEGAS,344,usan_tickets@irth.com,E
CTYLAT,118462,CITY LATHROP PWD,345,CTYLAT@webtms.usan.org,UNKN
CTYLEM,118568,CITY LEMOORE,346,pw@lemoore.com,UNKN
CTYLCN,118680,CITY LINCOLN,347,118680@webtms.usan.org,UNKN
CTYLC1,118680,CITY LINCOLN,347,matt.reynolds@lincolnca.gov,UNKN
CTYLC2,118680,CITY OF LINCOLN REGIONAL PIPELINE,347,ctylcn@webtms.usan.org,UNKN
CTYLIN,118779,CITY LINDSAY,348,comdev@lindsay.ca.us,UNKN
CTYLOA,118990,CITY LIVE OAK,349,corpyard@liveoakcity.org,UNKN
CTYLI2,119201,CITY LIVERMORE ENG DEPT,350,eng_usa_alert@ci.livermore.ca.us,UNKN
CTYLI3,119201,CITY LIVERMORE MAINTENANCE SVC CENTER,350,pnt_usa_alert@ci.livermore.ca.us,UNKN
CTYLIV,119201,CITY LIVERMORE WTR DEPT,350,wrp_usa_alert@ci.livermore.ca.us,UNKN
CTYLVI,119412,CITY LIVINGSTON,351,connie@livingstoncity.com,UNKN
CTYLOD,119623,CITY LODI,352,usan_tickets@irth.com,UNKN
CTYLO2,119623,CITY LODI ELECTRIC,352,#N/A,E
CTYLOI,119623,CITY LODI,352,ctyloi@webtms.usan.org,UNKN
CTYLAL,119729,CITY LOS ALTOS,353,maintenance@ci.los-altos.ca.us,UNKN
CTYLBA,119781,CITY LOS BANOS,354,trisha.nelson@losbanos.org,UNKN
CTYLOV,119795,CITY OF LOVELOCK,355,twilcox@cityoflovelock.com,UNKN
CTYLOY,119808,CITY OF LOYALTON,356,cityofloyalton@digitalpath.net,UNKN
CTYMAD,119834,CITY MADERA,357,cityofmaderausan@gmail.com,UNKN
CTYMAN,119939,CITY OF MANTECA,358,usa@ci.manteca.ca.us,UNKN
CTYMAR,120045,CITY MARINA,359,egomez@ci.marina.ca.us,UNKN
CTYMTZ,120256,CITY MARTINEZ,360,ctymtz@webtms.usan.org,UNKN
CTYMSV,120362,CITY OF MARYSVILLE,361,rkerzic@marysville.ca.us,UNKN
CTYMCF,120415,CITY MCFARLAND ENG,362,usdig@mcfarlandcity.org,UNKN
CTYMEN,120442,CITY OF MENDOTA,363,ctymen@webtms.usan.org,UNKN
CTYMPA,120468,CITY MENLO PARK,364,menloparkwater@menlopark.org,UNKN
CTYMPAA,120468,CITY MENLO PARK,364,menloparkwater@menlopark.org,UNKN
CTYMER,120678,CITY MERCED,365,ctymer@webtms.usan.org,UNKN
CTYME3,120678,CITY OF MERCED FIBER,365,120678@webtms.usan.org,C
CTYME1,120678,CITY MERCED,365,2097253277,UNKN
CTYME2,120678,CITY MERCED,365,2097253277,UNKN
CTYMES,120783,CITY OF MESQUITE,366,ctymes@webtms.usan.org,UNKN
CTYMVA,120889,CITY MILL VALLEY,367,jbeltran@cityofmillvalley.org,UNKN
CTYMLB,121100,CITY MILLBRAE,368,rvelilla@ci.millbrae.ca.us,UNKN
CTYMIL,121311,CITY OF MILPITAS,369,121311@webtms.usan.org,UNKN
CTYMDO,121522,CITY MODESTO,370,usa@modestogov.com,UNKN
CTYMTG,121575,CITY MONTAGUE,371,montaguepubwks@sbcglobal.net,UNKN
CTYMTY,121628,CITY MONTEREY,372,singh@monterey.org,UNKN
CTYMHI,121734,CITY MORGAN HILL,373,ctymhi@webtms.usan.org,UNKN
CTYMBA,121944,CITY MORRO BAY,374,usan@morrobayca.gov,UNKN
CTYMTN,122050,CITY MOUNTAIN VIEW,375,usatickets@mountainview.gov,UNKN
CTYMSH,122103,CITY MOUNT SHASTA,376,dtorres@mtshastaca.gov,UNKN
CTYNPA,122129,CITY NAPA,377,ctynpa@webtms.usan.org,UNKN
CTYNPE,122129,CITY NAPA ELECTRIC,377,ctynpe@webtms.usan.org,UNKN
CTYNPP,122129,CITY NAPA PARKS & REC,377,ctynpp@webtms.usan.org,UNKN
CTYNCI,122142,CITY OF NEVADA CITY,378,122142@webtms.usan.org,UNKN
CTYNEW,122155,CITY NEWARK,379,usan@newark.org,UNKN
CTYNWM,122208,CITY NEWMAN,380,pmillan@cityofnewman.com,UNKN
CTYNLV,122261,CITY NORTH LAS VEGAS,381,utilitieslinelocator@cityofnorthlasvegas.com,UNKN
CTYNLVM,122261,CITY NORTH LAS VEGAS,381,utilitieslinelocator@cityofnorthlasvegas.com,UNKN
CTYNOV,122366,CITY NOVATO,382,novatousa@novato.org,UNKN
CTYOKE,122577,CITY OAKDALE,383,opwusa@ci.oakdale.ca.us,UNKN
CTYOAK,122788,CITY OAKLAND CONST DEPT,384,usatags@oaklandnet.com,UNKN
OAKLEY,122814,CITY OF OAKLEY,385,oakley@webtms.usan.org,UNKN
CTYORC,122841,CITY OF ORANGE COVE,386,andy.valencia@cityoforangecove.com,UNKN
CTYORI,122894,CITY OF ORINDA,387,tfierner@cityoforinda.org,UNKN
CTYORL,122999,CITY ORLAND,388,jwackerman@cityoforland.com,UNKN
CTYORO,123105,CITY OROVILLE,389,safedig@cityoforoville.org,UNKN
CTYPAC,123158,CITY PACIFICA ENG/WTR,390,pacificapw@ci.pacifica.ca.us,UNKN
CTYPA1,123158,CITY PACIFICA ENG/WTR,390,wwtpcc@ci.pacifica.ca.us,UNKN
CTYPGR,123211,CITY PACIFIC GROVE,391,vgentry@ci.pg.ca.us,UNKN
CTYPAL,123421,CITY PALO ALTO,392,CTYPAL@webtms.usan.org,UNKN
PA60KV,123421,CITY PALO ALTO 60KV PIPE,392,CTYPAL@webtms.usan.org,UNKN
RWWQCP,123421,CITY PALO ALTO - RECLAIMED WTR,392,RWWQCP@CityofPaloAlto.org,UNKN
CTYPLR,123527,CITY OF PARLIER,393,JAyala@parlier.ca.us,UNKN
CTYPRO,123632,CITY PASO ROBLES,394,Utility@prcity.com,UNKN
CTYPAT,123843,CITY PATTERSON,395,sdelgado@ci.patterson.ca.us,UNKN
CTYPET,123950,CITY PETALUMA,396,usaincoming@ci.petaluma.ca.us,UNKN
CTYPIE,124054,CITY PIEDMONT,397,nfinley@piedmont.ca.gov,UNKN
CTYPIN,124265,CITY PINOLE PWD,398,pwusa@ci.pinole.ca.us,UNKN
CTYPBE,124476,CITY PISMO BEACH,399,usa@pismobeach.org,UNKN
CTYPIT,124687,CITY OF PITTSBURG,400,usalocates@ci.pittsburg.ca.us,UNKN
CTYPLA,124794,CITY PLACERVILLE,401,usadigpv@gmail.com,UNKN
CTYPHI,124898,CITY PLEASANT HILL PW,402,rbriggs@pleasanthillca.org,UNKN
CTYPLE,125109,CITY PLEASANTON,403,usaoperator@cityofpleasantonca.gov,UNKN
CTYPLY,125162,CITY OF PLYMOUTH,404,rrehart@cityofplymouth.org,UNKN
CTYPAR,125215,CITY POINT ARENA,405,wwtp@mcn.org,UNKN
CTYPOR,125320,CITY PORTERVILLE,406,rjose@ci.porterville.ca.us,UNKN
CTYPRT,125426,CITY OF PORTOLA,407,t.roberts@ci.portola.ca.us,UNKN
CITYRC,125478,CITY OF RANCHO CORDOVA,408,cityrc@webtms.usan.org,UNKN
CTYRBF,125531,CITY RED BLUFF,409,pwdig@cityofredbluff.org,UNKN
CTYRE2,125742,CITY REDDING ELEC DEPT,410,USANLocates@ci.redding.ca.us,UNKN
CTYRE3,125742,CITY REDDING GAS,410,gaslocates@ci.redding.ca.us,UNKN
CTYRED,125742,CITY REDDING PUB WRKS,410,shansen@ci.redding.ca.us,UNKN
CTYRWD,125953,CITY REDWOOD CITY,411,ctyrwd@webtms.usan.org,UNKN
CTYRW1,125953,CITY REDWOOD CITY,411,pwsusa@redwoodcity.org,UNKN
CTYRWDN,125953,CITY REDWOOD CITY,411,pwsusa@redwoodcity.org,UNKN
CTYREE,126164,CITY REEDLEY,412,locates@reedley.com,UNKN
CTYRNO,126269,CITY OF RENO,413,usan_tickets@irth.com,S
CTYRCH,126375,CITY RICHMOND,414,cornell_hughes@ci.richmond.ca.us,UNKN
CTYRID,126586,CITY RIDGECREST,415,126586@webtms.usan.org,UNKN
CTYRDE,126701,CITY RIO DELL,416,JensenR@cityofriodell.ca.gov,UNKN
CTYRVI,126749,CITY RIO VISTA,417,gmalcolm@ci.rio-vista.ca.us,UNKN
CTYRIP,126773,CITY OF RIPON,418,pwuser@cityofripon.org,UNKN
CTYRIV,126786,CITY OF RIVERBANK,419,dmartin@riverbank.org,UNKN
CTYRLD,126797,CITY ROCKLIN LANDSCAPE,420,ctyrld@webtms.usan.org,I
CTYROC,126797,CITY ROCKLIN,420,ctyroc@webtms.usan.org,C
CTYRST,126797,CITY ROCKLIN STREETS,420,ctyrst@webtms.usan.org,S
CTYRHN,127008,CITY ROHNERT PARK,421,usa1@rpcity.org,UNKN
CTYRRW,127219,CTY ROSEVILLE RECYCLED WTR,422,ctyrww@webtms.usan.org,UNKN
CTYRS2,127219,CITY ROSEVILLE 2 (ELEC),422,ctyrs2@webtms.usan.org,UNKN
CTYRSS,127219,CITY ROSEVILLE (SIGNALS),422,ctyrss@webtms.usan.org,UNKN
CTYRWR,127219,CITY ROSEVILLE WATER,422,CTYRWR@webtms.usan.org,UNKN
CTYRWW,127219,CTY ROSEVILLE WASTEWATER,422,ctyrww@webtms.usan.org,UNKN
CTYSA4,127430,CITY SACRAMENTO UTIL DEPT WASTE WATER,423,sacwater@consoft.net,UNKN
SACTEST,127430,CITY SACRAMENTO UTIL DEPT TEST CODE,423,USA-Tickets@cityofsacramento.org,UNKN
CTYSAT,127430,CITY SACRAMENTO UTIL DEPT WASTE WTR-TEST,423,Usa-tickets@cityofsacramento.org,UNKN
CTYSAL,127641,CITY SALINAS,424,usa@ci.salinas.ca.us,UNKN
CTYSBR,127694,CITY SAN BRUNO,425,usaalerts@ci.sanbruno.ca.us,UNKN
CTYSCA,127720,CITY OF SAN CARLOS,426,ctysca@webtms.usan.org,UNKN
CTYSJO,127747,CITY SAN JOSE,427,usa_north811@sanjoseca.mail.boss811.com,UNKN
CTYSJB,127799,CITY OF SAN JUAN BAUTISTA,428,publicworks@san-juan-bautista.ca.us,UNKN
CTYSLE,127852,CITY SAN LEANDRO,429,ctysle@webtms.usan.org,UNKN
CTYSL2,127852,CITY SAN LEANDRO,429,rorta@sanleandro.org,UNKN
CTYSL1,127852,CITY SAN LEANDRO,429,eng_insp@ci.san-leandro.ca.us,UNKN
CTYSLO,128063,CITY SAN LUIS OBISPO,430,jferguso@slocity.org,UNKN
CTYSMA,128274,CITY OF SAN MATEO,431,usan_tickets@irth.com,UNKN
CTYPAB,128300,CITY OF SAN PABLO,432,PWUSA@sanpabloca.gov,S
CTYSRF,128327,CITY SAN RAFAEL&SRSD,433,usa.requests@cityofsanrafael.org,UNKN
CTYSRA,128380,CITY SAN RAMON,434,srusan@sanramon.ca.gov,UNKN
CTYSR1,128380,CITY SAN RAMON,434,traffic@sanramon.ca.gov,UNKN
CTYSAN,128432,CITY SANGER PW,435,fsani@ci.sanger.ca.us,UNKN
CTYSCL,128485,CITY SANTA CLARA,436,CTYSC1@webtms.usan.org,UNKN
CTYSCP,128485,CITY OF SANTA CLARA - HIGH PRESSURE,436,dbts@consoft.net,UNKN
CTYSC1,128485,CITY SANTA CLARA,436,ctysc1@webtms.usan.org,UNKN
CTYSCS,128485,CITY SANTA CLARA,436,ctyscs@webtms.usan.org,UNKN
CTYSC2,128697,CITY SANTA CRUZ TRF MAIN,437,mlelieur@cityofsantacruz.com,UNKN
CTYSC3,128697,CITY SANTA CRUZ WASTEWTR,437,ctysc3@webtms.usan.org,UNKN
CTYSCZ,128697,CITY SANTA CRUZ WATER,437,ctyscz@webtms.usan.org,W
CTYSR2,128907,CITY SANTA ROSA RECLAIM,438,ctysr2@webtms.usan.org,UNKN
CTYSRG,128907,CITY OF SANTA ROSA - GEYSER OPS,438,ctysrg@webtms.usan.org,UNKN
CTYSRO,128907,CITY OF SANTA ROSA PUBLIC WORKS,438,ctysro@webtms.usan.org,UNKN
CTYSRE,128907,CITY SANTA ROSA  ELECTRICAL DEPT.,438,ctysre@webtms.usan.org,UNKN
CTYSAU,129012,CITY SAUSALITO,439,usatickets@sausalito.gov,UNKN
CTYSVA,129118,CITY SCOTTS VALLEY,440,svusa@scottsvalley.org,UNKN
CTYSEA,129330,CITY SEASIDE,441,dfortune@ci.seaside.ca.us,UNKN
CTYSEB,129540,CITY SEBASTOPOL,442,sebpw@cityofsebastopol.org,UNKN
CTYSEL,129751,CITY SELMA,443,Selma-redirect@twicetwo.com,UNKN
CTYSHA,129804,CITY OF SHAFTER,444,usan@shafter.com,UNKN
CTYLSH,129857,CITY SHASTA LAKE,445,jbreedlove@cityofshastalake.org,UNKN
CTYSOL,129910,CITY OF SOLEDAD,446,Gamaliel.Romero@cityofsoledad.com,UNKN
CTYSSF,129963,CITY S. SAN FRANCISCO,447,ssfusan@ssf.net,UNKN
CTYSON,130174,CITY SONOMA PWD,448,cpratt@sonomacity.org,UNKN
CTYSNO,130200,CITY SONORA,449,Publicworks@sonoraca.com,UNKN
CTYSLT,130226,CITY SOUTH LAKE TAHOE,450,usa@cityofslt.us,UNKN
CTYSPA,130279,CITY SPARKS,451,usaug@cityofsparks.us,UNKN
CTYSTK,130384,CITY STOCKTON,452,field_mapplet@stocktonca.gov,UNKN
CTYSHE,130489,CITY SAINT HELENA,453,usa@cityofsthelena.org,UNKN
CTYSUI,130542,CITY OF SUISUN CITY,454,PW_alerts@suisun.com,UNKN
CTYSUIM,130542,CITY OF SUISUN CITY,454,PW_alerts@suisun.com,UNKN
CTYSUN,130595,CITY SUNNYVALE,455,locate@sunnyvale.ca.gov,UNKN
CTYSU3,130595,CITY OF SUNNYVALE,455,130595@webtms.usan.org,UNKN
CTYSU4,130595,CITY OF SUNNYVALE,455,130595@webtms.usan.org,UNKN
CTYSU5,130595,CITY OF SUNNYVALE,455,130595@webtms.usan.org,UNKN
CTYSU2,130595,CITY SUNNYVALE 2,455,dpw_traffic@ci.sunnyvale.ca.us,UNKN
CTYSUS,130701,CITY OF SUSANVILLE,456,achamblee@cityofsusanville.org,UNKN
CTYTAF,130806,CITY TAFT WWTP,457,usadigstaft@cityoftaft.org,UNKN
CTYTHA,130911,CITY OF TEHACHAPI,458,wmisiura@tehachapipw.com,UNKN
CTYTEH,131017,CITY TEHAMA,459,tehama@theskybeam.com,UNKN
CTYTRA,131070,CITY TRACY PW DEPT,460,pwusadistribution@ci.tracy.ca.us,UNKN
CTYTRI,131097,CITY TRINIDAD,461,BBUCKMAN@TRINIDAD.CA.GOV,UNKN
CTYTUL,131123,CITY OF TULARE,462,tdoyle@ci.tulare.ca.us,UNKN
CTYTUR,131228,CITY TURLOCK,463,municipalservices@turlock.ca.us,UNKN
CTYUKH,131439,CITY UKIAH,464,usawater@cityofukiah.com,UNKN
CTYUKHA,131439,CITY UKIAH,464,usaelectric@cityofukiah.com,UNKN
CTYUKHM,131439,CITY UKIAH,464,usawater@cityofukiah.com,UNKN
CTYUNI,131650,CITY UNION CITY,465,mintzec@unioncity.org,UNKN
CTYVAC,131861,CITY OF VACAVILLE,466,131861@webtms.usan.org,D
CTYVJO,132072,CITY VALLEJO,467,CTYVJO@webtms.usan.org,UNKN
CTVJOT,132072,CITY VALLEJO TRAFFIC DIVISION,467,CTvjot@webtms.usan.org,UNKN
CTYVIS,132178,CITY VISALIA,468,usanalerts@visalia.city,UNKN
CTYWAL,132283,CITY WALNUT CREEK,469,ctywal@webtms.usan.org,UNKN
CTYWAS,132390,CITY WASCO,470,jetackett@ci.wasco.ca.us,UNKN
CTYWTR,132443,CITY OF WATERFORD,471,utilities@cityofwaterford.org,D
CTYWAT,132494,CITY WATSONVILLE,472,JAVIER.VILLALOBOS@cityofwatsonville.org,UNKN
CTYWEE,132507,CITY WEED,473,Sharp@ci.weed.ca.us,UNKN
CTYWEL,132520,CITY WELLS,474,wellscityshop@frontier.com,UNKN
CTYWWE,132547,CITY WEST WENDOVER,475,agentry@westwendovercity.com,UNKN
CTYWHE,132574,CITY OF WHEATLAND,476,don@wheatland.ca.gov,UNKN
CTYWLM,132600,CITY WILLIAMS,477,mmitchell@cityofwilliams.org,UNKN
CTYWIL,132705,CITY WILLITS,478,dpedersen@cityofwillits.org,UNKN
CTYWLW,132720,CITY WILLOWS,479,jcorneliussen@cityofwillows.org,UNKN
CTYWNE,132736,CITY WINNEMUCCA,480,winnemucca@winnemuccacity.org,UNKN
CTYWIN,132768,CITY WINTERS,481,corpyard@cityofwinters.org,UNKN
CTYWOO,132811,CITY WOODLAKE,482,aornelas@ci.woodlake.ca.us,UNKN
WLDWTR,132916,CITY OF WOODLAND,483,132916@webtms.usan.org,UNKN
WLDSWR,132916,CITY OF WOODLAND,483,132916@webtms.usan.org,UNKN
WLDSTR,132916,CITY OF WOODLAND,483,132916@webtms.usan.org,UNKN
WLDELC,132916,CITY OF WOODLAND,483,132916@webtms.usan.org,UNKN
WLDFBR,132916,CITY OF WOODLAND,483,132916@webtms.usan.org,UNKN
CTYYER,132969,CITY YERINGTON,484,jayf@yerington.net,UNKN
CTYYRE,133022,CITY YREKA,485,usannotifications@ci.yreka.ca.us,UNKN
CTYYUB,133127,CITY YUBA CITY,486,usan@yubacity.net,UNKN
CCPWRK,133255,CLARK COUNTY DEPARTMENT OF PUBLIC WORKS,487,usan_tickets@irth.com,UNKN
